Date,Nifty50_Open ,Nifty50_High,Nifty50_Low,Nifty50_Close,Nifty50_Shares Traded,Nifty50_Turnover (? Cr),Bank_Open ,Bank_High ,Bank_Low,Bank_Close,Bank_Shares Traded,Bank_Turnover (? Cr),Next_Date,Next_Nifty50_Open ,Next_Nifty50_High,Next_Nifty50_Low,Next_Nifty50_Close,Next_Nifty50_Shares Traded,Next_Nifty50_Turnover (? Cr),Next_Bank_Open ,Next_Bank_High ,Next_Bank_Low,Next_Bank_Close,Next_Bank_Shares Traded,Next_Bank_Turnover (? Cr)
09-Oct-23,19539.45,19588.95,19480.5,19512.35,165094800,15499.67,44057.8,44113.2,43796.75,43886.5,162329888,5048.43,10-Oct-23,19565.6,19717.8,19565.45,19689.85,216559447,18735.62,44027.55,44487.25,44004.55,44360.15,175255784,7051.3
10-Oct-23,19565.6,19717.8,19565.45,19689.85,216559447,18735.62,44027.55,44487.25,44004.55,44360.15,175255784,7051.3,11-Oct-23,19767,19839.2,19756.95,19811.35,213729730,19900.99,44554.9,44710.55,44411.4,44516.9,213743273,8163.77
11-Oct-23,19767,19839.2,19756.95,19811.35,213729730,19900.99,44554.9,44710.55,44411.4,44516.9,213743273,8163.77,12-Oct-23,19822.7,19843.3,19772.65,19794,217904144,20999.94,44571.55,44693.05,44530.05,44599.2,112113681,5310.57
12-Oct-23,19822.7,19843.3,19772.65,19794,217904144,20999.94,44571.55,44693.05,44530.05,44599.2,112113681,5310.57,13-Oct-23,19654.55,19805.4,19635.3,19751.05,254955979,24363.02,44322.05,44563.05,44203.7,44287.95,169909362,8569.73
13-Oct-23,19654.55,19805.4,19635.3,19751.05,254955979,24363.02,44322.05,44563.05,44203.7,44287.95,169909362,8569.73,16-Oct-23,19737.25,19781.3,19691.85,19731.75,180964341,14746.01,44204.75,44356.95,44044.4,44225.9,140416279,5070.04
16-Oct-23,19737.25,19781.3,19691.85,19731.75,180964341,14746.01,44204.75,44356.95,44044.4,44225.9,140416279,5070.04,17-Oct-23,19843.2,19849.75,19775.65,19811.5,185846716,16839.87,44589.8,44589.85,44336.95,44409.5,120502257,6287.85
17-Oct-23,19843.2,19849.75,19775.65,19811.5,185846716,16839.87,44589.8,44589.85,44336.95,44409.5,120502257,6287.85,18-Oct-23,19820.45,19840.95,19659.95,19671.1,198942937,18581.64,44404.2,44412.5,43861.45,43888.7,217182886,7931.28
18-Oct-23,19820.45,19840.95,19659.95,19671.1,198942937,18581.64,44404.2,44412.5,43861.45,43888.7,217182886,7931.28,19-Oct-23,19545.2,19681.8,19512.35,19624.7,230312163,23582.01,43616.75,44058.8,43558.1,43754.5,156629503,7930.9
19-Oct-23,19545.2,19681.8,19512.35,19624.7,230312163,23582.01,43616.75,44058.8,43558.1,43754.5,156629503,7930.9,20-Oct-23,19542.15,19593.8,19518.7,19542.65,198341255,17944.31,43584.25,43877.5,43567.45,43723.05,152394312,6198.69
20-Oct-23,19542.15,19593.8,19518.7,19542.65,198341255,17944.31,43584.25,43877.5,43567.45,43723.05,152394312,6198.69,23-Oct-23,19521.6,19556.85,19257.85,19281.75,176044288,16212.9,43822.7,43831.3,43029.45,43151.2,201404300,7591.04
23-Oct-23,19521.6,19556.85,19257.85,19281.75,176044288,16212.9,43822.7,43831.3,43029.45,43151.2,201404300,7591.04,25-Oct-23,19286.45,19347.3,19074.15,19122.15,225291741,19818.32,43308.3,43397.45,42758.4,42832,188273620,7402.28
25-Oct-23,19286.45,19347.3,19074.15,19122.15,225291741,19818.32,43308.3,43397.45,42758.4,42832,188273620,7402.28,26-Oct-23,19027.25,19041.7,18837.85,18857.25,300356469,28939.64,42708.4,42716.2,42105.4,42280.15,307071946,12780.76
26-Oct-23,19027.25,19041.7,18837.85,18857.25,300356469,28939.64,42708.4,42716.2,42105.4,42280.15,307071946,12780.76,27-Oct-23,18928.75,19076.15,18926.65,19047.25,205201044,19947.48,42555.6,42840.15,42482.75,42782,213867839,7515.61
27-Oct-23,18928.75,19076.15,18926.65,19047.25,205201044,19947.48,42555.6,42840.15,42482.75,42782,213867839,7515.61,30-Oct-23,19053.4,19158.5,18940,19140.9,180132492,17095.73,42721.4,43112.5,42390.5,43039.15,188984726,5999.82
30-Oct-23,19053.4,19158.5,18940,19140.9,180132492,17095.73,42721.4,43112.5,42390.5,43039.15,188984726,5999.82,31-Oct-23,19232.95,19233.7,19056.45,19079.6,206049341,19397.36,43356.85,43356.85,42797.15,42845.95,157391487,7678.31
31-Oct-23,19232.95,19233.7,19056.45,19079.6,206049341,19397.36,43356.85,43356.85,42797.15,42845.95,157391487,7678.31,01-Nov-23,19064.05,19096.05,18973.7,18989.15,194103279,18452.51,42694.25,42815.15,42589.65,42700.95,145213582,6822.53
01-Nov-23,19064.05,19096.05,18973.7,18989.15,194103279,18452.51,42694.25,42815.15,42589.65,42700.95,145213582,6822.53,02-Nov-23,19120,19175.25,19064.15,19133.25,245595109,19771.49,43018.7,43271.5,42796.45,43017.2,144713411,7556.85
02-Nov-23,19120,19175.25,19064.15,19133.25,245595109,19771.49,43018.7,43271.5,42796.45,43017.2,144713411,7556.85,03-Nov-23,19241,19276.25,19210.9,19230.6,189516123,17304.87,43318.3,43416.1,43221,43318.25,124077759,4910.1
03-Nov-23,19241,19276.25,19210.9,19230.6,189516123,17304.87,43318.3,43416.1,43221,43318.25,124077759,4910.1,06-Nov-23,19345.85,19423,19309.7,19411.75,180690631,16296.56,43627.75,43648.7,43415.2,43619.4,149913775,6574.44
06-Nov-23,19345.85,19423,19309.7,19411.75,180690631,16296.56,43627.75,43648.7,43415.2,43619.4,149913775,6574.44,07-Nov-23,19404.05,19423.5,19329.1,19406.7,198660124,18288.06,43598.85,43799.35,43283.85,43737.9,198173326,9289.17
07-Nov-23,19404.05,19423.5,19329.1,19406.7,198660124,18288.06,43598.85,43799.35,43283.85,43737.9,198173326,9289.17,08-Nov-23,19449.6,19464.4,19401.5,19443.5,194967997,17060.45,43791.8,43797.55,43547.75,43658.65,163438317,8174.1
08-Nov-23,19449.6,19464.4,19401.5,19443.5,194967997,17060.45,43791.8,43797.55,43547.75,43658.65,163438317,8174.1,09-Nov-23,19457.4,19463.9,19378.35,19395.3,208418472,19087.29,43626.1,43876.75,43542.65,43683.6,108890302,5404.57
09-Nov-23,19457.4,19463.9,19378.35,19395.3,208418472,19087.29,43626.1,43876.75,43542.65,43683.6,108890302,5404.57,10-Nov-23,19351.85,19451.3,19329.45,19425.35,152215785,12916.21,43543.25,43908.7,43504.95,43820.1,89974914,4066.49
10-Nov-23,19351.85,19451.3,19329.45,19425.35,152215785,12916.21,43543.25,43908.7,43504.95,43820.1,89974914,4066.49,12-Nov-23,19547.25,19547.25,19510.25,19525.55,37311902,2482.27,44054.5,44056,43916.6,43996.65,26541813,876.91
12-Nov-23,19547.25,19547.25,19510.25,19525.55,37311902,2482.27,44054.5,44056,43916.6,43996.65,26541813,876.91,13-Nov-23,19486.75,19494.4,19414.75,19443.55,189275733,13527.22,43915.1,43970.75,43681.4,43891.25,169596833,6306.65
13-Nov-23,19486.75,19494.4,19414.75,19443.55,189275733,13527.22,43915.1,43970.75,43681.4,43891.25,169596833,6306.65,15-Nov-23,19651.4,19693.2,19579.65,19675.45,291464988,24957.24,44398.45,44408.55,44164.55,44201.7,202535584,9618.46
15-Nov-23,19651.4,19693.2,19579.65,19675.45,291464988,24957.24,44398.45,44408.55,44164.55,44201.7,202535584,9618.46,16-Nov-23,19674.7,19875.25,19627,19765.2,282686669,26041.45,44251.7,44420.95,44064.15,44161.55,144312535,7219.22
16-Nov-23,19674.7,19875.25,19627,19765.2,282686669,26041.45,44251.7,44420.95,44064.15,44161.55,144312535,7219.22,17-Nov-23,19674.75,19806,19667.45,19731.8,236827462,21681.28,43656.25,43872.85,43513.85,43583.95,227415842,9025.22
17-Nov-23,19674.75,19806,19667.45,19731.8,236827462,21681.28,43656.25,43872.85,43513.85,43583.95,227415842,9025.22,20-Nov-23,19731.15,19756.45,19670.5,19694,173780543,16737.05,43591.5,43724,43450.05,43584.95,124319579,5666.42
20-Nov-23,19731.15,19756.45,19670.5,19694,173780543,16737.05,43591.5,43724,43450.05,43584.95,124319579,5666.42,21-Nov-23,19770.9,19829.1,19754.05,19783.4,194969012,17947.2,43790.95,43790.95,43586.45,43689.15,108196578,5746.35
21-Nov-23,19770.9,19829.1,19754.05,19783.4,194969012,17947.2,43790.95,43790.95,43586.45,43689.15,108196578,5746.35,22-Nov-23,19784,19825.55,19703.85,19811.85,184497984,17405.48,43663.6,43692.5,43230.95,43449.6,150863505,7329.92
22-Nov-23,19784,19825.55,19703.85,19811.85,184497984,17405.48,43663.6,43692.5,43230.95,43449.6,150863505,7329.92,23-Nov-23,19828.45,19875.15,19786.75,19802,170024085,15906.94,43452.75,43649.65,43451.35,43577.5,72280382,3834.27
23-Nov-23,19828.45,19875.15,19786.75,19802,170024085,15906.94,43452.75,43649.65,43451.35,43577.5,72280382,3834.27,24-Nov-23,19809.6,19832.85,19768.85,19794.7,145895044,14389.29,43607.35,43806.5,43566.15,43769.1,96846530,4775.9
24-Nov-23,19809.6,19832.85,19768.85,19794.7,145895044,14389.29,43607.35,43806.5,43566.15,43769.1,96846530,4775.9,28-Nov-23,19844.65,19916.85,19800,19889.7,229595031,23043.25,43851.55,43960.3,43739.8,43880.95,151249387,7047.12
28-Nov-23,19844.65,19916.85,19800,19889.7,229595031,23043.25,43851.55,43960.3,43739.8,43880.95,151249387,7047.12,29-Nov-23,19976.55,20104.65,19956.3,20096.6,236241768,22367.64,44081.75,44630.35,44003.45,44566.45,152338716,7734.64
29-Nov-23,19976.55,20104.65,19956.3,20096.6,236241768,22367.64,44081.75,44630.35,44003.45,44566.45,152338716,7734.64,30-Nov-23,20108.5,20158.7,20015.85,20133.15,486585349,48877.95,44711.2,44764.8,44254.6,44481.75,343168253,21570.23
30-Nov-23,20108.5,20158.7,20015.85,20133.15,486585349,48877.95,44711.2,44764.8,44254.6,44481.75,343168253,21570.23,01-Dec-23,20194.1,20291.55,20183.7,20267.9,265812566,22461.53,44580.15,44951.1,44531.75,44814.2,204927587,8180.31
01-Dec-23,20194.1,20291.55,20183.7,20267.9,265812566,22461.53,44580.15,44951.1,44531.75,44814.2,204927587,8180.31,04-Dec-23,20601.95,20702.65,20507.75,20686.8,381107418,33917.52,45671.5,46484.45,45484.2,46431.4,311170393,14550.11
04-Dec-23,20601.95,20702.65,20507.75,20686.8,381107418,33917.52,45671.5,46484.45,45484.2,46431.4,311170393,14550.11,05-Dec-23,20808.9,20864.05,20711.15,20855.1,421008350,41763.52,46895.9,47230.55,46653.65,47012.25,326064098,15573.44
05-Dec-23,20808.9,20864.05,20711.15,20855.1,421008350,41763.52,46895.9,47230.55,46653.65,47012.25,326064098,15573.44,06-Dec-23,20950.75,20961.95,20852.15,20937.7,359212958,35654.76,47256.75,47259.85,46750.2,46834.55,244245159,10666.48
06-Dec-23,20950.75,20961.95,20852.15,20937.7,359212958,35654.76,47256.75,47259.85,46750.2,46834.55,244245159,10666.48,07-Dec-23,20932.4,20941.25,20850.8,20901.15,274985308,24862.43,46735.4,46927.7,46507.15,46841.4,208148115,6747.85
07-Dec-23,20932.4,20941.25,20850.8,20901.15,274985308,24862.43,46735.4,46927.7,46507.15,46841.4,208148115,6747.85,08-Dec-23,20934.1,21006.1,20862.7,20969.4,292440768,27449.96,46797.2,47303.65,46793.9,47262,218254038,9180.03
08-Dec-23,20934.1,21006.1,20862.7,20969.4,292440768,27449.96,46797.2,47303.65,46793.9,47262,218254038,9180.03,11-Dec-23,20965.3,21026.1,20923.7,20997.1,212921451,21150.17,47233.3,47588,47186.6,47314.25,182500023,7276.41
11-Dec-23,20965.3,21026.1,20923.7,20997.1,212921451,21150.17,47233.3,47588,47186.6,47314.25,182500023,7276.41,12-Dec-23,21018.55,21037.9,20867.15,20906.4,244867128,25404.64,47421.7,47454,47004.05,47097.55,181986087,8796.84
12-Dec-23,21018.55,21037.9,20867.15,20906.4,244867128,25404.64,47421.7,47454,47004.05,47097.55,181986087,8796.84,13-Dec-23,20929.75,20950,20769.5,20926.35,260269318,25918.44,47190.75,47201.95,46886.9,47092.25,202304718,8905.84
13-Dec-23,20929.75,20950,20769.5,20926.35,260269318,25918.44,47190.75,47201.95,46886.9,47092.25,202304718,8905.84,14-Dec-23,21110.4,21210.9,21074.45,21182.7,334410589,32593.42,47567.65,47943.6,47510.85,47732.3,193093079,9839.45
14-Dec-23,21110.4,21210.9,21074.45,21182.7,334410589,32593.42,47567.65,47943.6,47510.85,47732.3,193093079,9839.45,15-Dec-23,21287.45,21492.3,21235.3,21456.65,508761756,50114.46,47939.9,48219.95,47632.85,48143.55,313865426,20163.08
15-Dec-23,21287.45,21492.3,21235.3,21456.65,508761756,50114.46,47939.9,48219.95,47632.85,48143.55,313865426,20163.08,18-Dec-23,21434.8,21482.8,21365.35,21418.65,249668965,23615.28,48068.5,48076.6,47806.7,47867.7,157255424,6762.4
18-Dec-23,21434.8,21482.8,21365.35,21418.65,249668965,23615.28,48068.5,48076.6,47806.7,47867.7,157255424,6762.4,19-Dec-23,21477.65,21505.05,21337.75,21453.1,249750062,23750.61,47940.4,48017,47646.05,47870.9,189789200,7801.73
19-Dec-23,21477.65,21505.05,21337.75,21453.1,249750062,23750.61,47940.4,48017,47646.05,47870.9,189789200,7801.73,20-Dec-23,21543.5,21593,21087.35,21150.15,363886229,30993.12,48085.35,48166.15,47202.65,47445.3,242487993,10779.73
20-Dec-23,21543.5,21593,21087.35,21150.15,363886229,30993.12,48085.35,48166.15,47202.65,47445.3,242487993,10779.73,21-Dec-23,21033.95,21288.35,20976.8,21255.05,277548079,26001.02,47172.45,47932.4,46919.7,47840.15,207998676,10008.37
21-Dec-23,21033.95,21288.35,20976.8,21255.05,277548079,26001.02,47172.45,47932.4,46919.7,47840.15,207998676,10008.37,22-Dec-23,21295.85,21390.5,21232.45,21349.4,284708918,27709.29,47837.75,48071.4,47415.85,47491.85,165824495,10615.92
22-Dec-23,21295.85,21390.5,21232.45,21349.4,284708918,27709.29,47837.75,48071.4,47415.85,47491.85,165824495,10615.92,26-Dec-23,21365.2,21477.15,21329.45,21441.35,219467748,20081.33,47576.4,47838.45,47411.65,47724.85,118747478,6180.81
26-Dec-23,21365.2,21477.15,21329.45,21441.35,219467748,20081.33,47576.4,47838.45,47411.65,47724.85,118747478,6180.81,27-Dec-23,21497.65,21675.75,21495.8,21654.75,256542963,23059.25,47818.5,48347.65,47806.7,48282.2,184934337,7976.75
27-Dec-23,21497.65,21675.75,21495.8,21654.75,256542963,23059.25,47818.5,48347.65,47806.7,48282.2,184934337,7976.75,28-Dec-23,21715,21801.45,21678,21778.7,393080755,35031,48479.05,48636.45,48343.15,48508.55,391088458,14240.16
28-Dec-23,21715,21801.45,21678,21778.7,393080755,35031,48479.05,48636.45,48343.15,48508.55,391088458,14240.16,29-Dec-23,21737.65,21770.3,21676.9,21731.4,270922276,23697.88,48374.85,48477.7,48091.85,48292.25,173986713,7476.67
29-Dec-23,21737.65,21770.3,21676.9,21731.4,270922276,23697.88,48374.85,48477.7,48091.85,48292.25,173986713,7476.67,01-Jan-24,21727.75,21834.35,21680.85,21741.9,153995217,14184.09,48203.45,48450,48044.15,48234.3,146861652,4959.89
01-Jan-24,21727.75,21834.35,21680.85,21741.9,153995217,14184.09,48203.45,48450,48044.15,48234.3,146861652,4959.89,02-Jan-24,21751.35,21755.6,21555.65,21665.8,263711568,25316.13,48194.8,48223.55,47689.8,47761.65,183177683,8751.01
02-Jan-24,21751.35,21755.6,21555.65,21665.8,263711568,25316.13,48194.8,48223.55,47689.8,47761.65,183177683,8751.01,03-Jan-24,21661.1,21677,21500.35,21517.35,311933117,32329.23,47796.3,47798.75,47481.35,47704.95,233345158,9832.53
03-Jan-24,21661.1,21677,21500.35,21517.35,311933117,32329.23,47796.3,47798.75,47481.35,47704.95,233345158,9832.53,04-Jan-24,21605.8,21685.65,21564.55,21658.6,339172697,30868.15,47805.4,48281.2,47738.15,48195.85,175744981,9718.17
04-Jan-24,21605.8,21685.65,21564.55,21658.6,339172697,30868.15,47805.4,48281.2,47738.15,48195.85,175744981,9718.17,05-Jan-24,21705.75,21749.6,21629.2,21710.8,309303266,26554.49,48245.55,48381.95,47822.85,48159,180954626,9834.28
05-Jan-24,21705.75,21749.6,21629.2,21710.8,309303266,26554.49,48245.55,48381.95,47822.85,48159,180954626,9834.28,08-Jan-24,21747.6,21763.95,21492.9,21513,231452935,21140.94,48096.65,48154.5,47387.35,47450.25,231436501,9469.54
08-Jan-24,21747.6,21763.95,21492.9,21513,231452935,21140.94,48096.65,48154.5,47387.35,47450.25,231436501,9469.54,09-Jan-24,21653.6,21724.45,21517.85,21544.85,228568589,24055.74,47705.4,47939.3,47156.05,47242.65,160987383,7934.05
09-Jan-24,21653.6,21724.45,21517.85,21544.85,228568589,24055.74,47705.4,47939.3,47156.05,47242.65,160987383,7934.05,10-Jan-24,21529.3,21641.85,21448.65,21618.7,216991926,20958.96,47073.85,47423.45,47010.8,47360.85,165160645,6969.8
10-Jan-24,21529.3,21641.85,21448.65,21618.7,216991926,20958.96,47073.85,47423.45,47010.8,47360.85,165160645,6969.8,11-Jan-24,21688,21726.5,21593.75,21647.2,212453866,23492.12,47538.6,47662.1,47237,47438.35,132519875,5966.43
11-Jan-24,21688,21726.5,21593.75,21647.2,212453866,23492.12,47538.6,47662.1,47237,47438.35,132519875,5966.43,12-Jan-24,21773.55,21928.25,21715.15,21894.55,294678459,30565.5,47572.7,47873.7,47408.5,47709.8,191640544,7146.18
12-Jan-24,21773.55,21928.25,21715.15,21894.55,294678459,30565.5,47572.7,47873.7,47408.5,47709.8,191640544,7146.18,15-Jan-24,22053.15,22115.55,21963.55,22097.45,345543523,29523.15,47891.05,48248.05,47825.4,48158.3,167053734,8548.16
15-Jan-24,22053.15,22115.55,21963.55,22097.45,345543523,29523.15,47891.05,48248.05,47825.4,48158.3,167053734,8548.16,16-Jan-24,22080.5,22124.15,21969.8,22032.3,292433764,24435.94,48109.95,48305.4,48002.85,48125.1,224460146,8140.38
16-Jan-24,22080.5,22124.15,21969.8,22032.3,292433764,24435.94,48109.95,48305.4,48002.85,48125.1,224460146,8140.38,17-Jan-24,21647.25,21851.5,21550.45,21571.95,455999867,47533.44,46573.95,47212.75,45979.6,46064.45,499645242,29225.38
17-Jan-24,21647.25,21851.5,21550.45,21571.95,455999867,47533.44,46573.95,47212.75,45979.6,46064.45,499645242,29225.38,18-Jan-24,21414.2,21539.4,21285.55,21462.25,387341268,39718.84,45492.75,46184.05,45430.7,45713.55,275044049,19277.92
18-Jan-24,21414.2,21539.4,21285.55,21462.25,387341268,39718.84,45492.75,46184.05,45430.7,45713.55,275044049,19277.92,19-Jan-24,21615.2,21670.6,21575,21622.4,343055124,34429.24,46103.5,46249.85,45558.05,45701.15,296609385,17405.47
19-Jan-24,21615.2,21670.6,21575,21622.4,343055124,34429.24,46103.5,46249.85,45558.05,45701.15,296609385,17405.47,20-Jan-24,21706.15,21720.3,21541.8,21571.8,162073740,13917.46,45989.25,46183.7,45640.9,46058.2,157202694,7004.79
20-Jan-24,21706.15,21720.3,21541.8,21571.8,162073740,13917.46,45989.25,46183.7,45640.9,46058.2,157202694,7004.79,23-Jan-24,21716.7,21750.25,21192.6,21238.8,449718534,48813.68,46495.45,46580.3,44886.1,45015.05,422624502,23485.75
23-Jan-24,21716.7,21750.25,21192.6,21238.8,449718534,48813.68,46495.45,46580.3,44886.1,45015.05,422624502,23485.75,24-Jan-24,21185.25,21482.35,21137.2,21453.95,407460664,41718.64,44489.4,45485.5,44489.4,45082.4,348696634,17822.46
24-Jan-24,21185.25,21482.35,21137.2,21453.95,407460664,41718.64,44489.4,45485.5,44489.4,45082.4,348696634,17822.46,25-Jan-24,21454.6,21459,21247.05,21352.6,418143077,40088.5,45057.95,45139.05,44429,44866.15,386805113,19114.35
25-Jan-24,21454.6,21459,21247.05,21352.6,418143077,40088.5,45057.95,45139.05,44429,44866.15,386805113,19114.35,29-Jan-24,21433.1,21763.25,21429.6,21737.6,376702289,34516.42,45171.5,45660.35,45110.9,45442.35,336781672,14163.2
29-Jan-24,21433.1,21763.25,21429.6,21737.6,376702289,34516.42,45171.5,45660.35,45110.9,45442.35,336781672,14163.2,30-Jan-24,21775.75,21813.05,21501.8,21522.1,375137333,32916.3,45481.5,45678.7,45206.05,45367.75,232110117,10108.33
30-Jan-24,21775.75,21813.05,21501.8,21522.1,375137333,32916.3,45481.5,45678.7,45206.05,45367.75,232110117,10108.33,31-Jan-24,21487.25,21741.35,21448.85,21725.7,410583065,41587.85,45295.65,46179.75,45071.2,45996.8,373131629,16491.11
31-Jan-24,21487.25,21741.35,21448.85,21725.7,410583065,41587.85,45295.65,46179.75,45071.2,45996.8,373131629,16491.11,01-Feb-24,21780.65,21832.95,21658.75,21697.45,332541208,34042.15,46164.9,46306.9,45668.35,46188.65,305721773,10681.78
01-Feb-24,21780.65,21832.95,21658.75,21697.45,332541208,34042.15,46164.9,46306.9,45668.35,46188.65,305721773,10681.78,02-Feb-24,21812.75,22126.8,21805.55,21853.8,442794738,38395.9,46568.2,46892.35,45901.25,45970.95,337040622,12743.15
02-Feb-24,21812.75,22126.8,21805.55,21853.8,442794738,38395.9,46568.2,46892.35,45901.25,45970.95,337040622,12743.15,05-Feb-24,21921.05,21964.3,21726.95,21771.7,440849699,33807.94,45962.25,46048.6,45615.1,45825.55,265909716,11202.01
05-Feb-24,21921.05,21964.3,21726.95,21771.7,440849699,33807.94,45962.25,46048.6,45615.1,45825.55,265909716,11202.01,06-Feb-24,21825.2,21951.4,21737.55,21929.4,370968111,32910.82,45891.2,45932.15,45527,45690.8,178592534,9115.56
06-Feb-24,21825.2,21951.4,21737.55,21929.4,370968111,32910.82,45891.2,45932.15,45527,45690.8,178592534,9115.56,07-Feb-24,22045.05,22053.3,21860.15,21930.5,346263704,30088.76,45944.6,46062.85,45620.5,45818.5,283674776,13737.11
07-Feb-24,22045.05,22053.3,21860.15,21930.5,346263704,30088.76,45944.6,46062.85,45620.5,45818.5,283674776,13737.11,08-Feb-24,22009.65,22011.05,21665.3,21717.95,491069786,41082.02,45973.85,46181.2,44893.75,45012,319908560,17193.25
08-Feb-24,22009.65,22011.05,21665.3,21717.95,491069786,41082.02,45973.85,46181.2,44893.75,45012,319908560,17193.25,09-Feb-24,21727,21804.45,21629.9,21782.5,349222850,31176.16,44986.75,45718.15,44859.15,45634.55,275980366,13111.21
09-Feb-24,21727,21804.45,21629.9,21782.5,349222850,31176.16,44986.75,45718.15,44859.15,45634.55,275980366,13111.21,12-Feb-24,21800.8,21831.7,21574.75,21616.05,287436165,23921.14,45664.3,45748.5,44633.85,44882.25,268816417,10317.6
12-Feb-24,21800.8,21831.7,21574.75,21616.05,287436165,23921.14,45664.3,45748.5,44633.85,44882.25,268816417,10317.6,13-Feb-24,21664.3,21766.8,21543.35,21743.25,365785766,29896.62,45056.8,45750.4,44819.55,45502.4,245860544,12243.15
13-Feb-24,21664.3,21766.8,21543.35,21743.25,365785766,29896.62,45056.8,45750.4,44819.55,45502.4,245860544,12243.15,14-Feb-24,21578.15,21870.85,21530.2,21840.05,359120861,32535,45014.65,46170.45,44860.75,45908.3,279949703,16369.67
14-Feb-24,21578.15,21870.85,21530.2,21840.05,359120861,32535,45014.65,46170.45,44860.75,45908.3,279949703,16369.67,15-Feb-24,21906.55,21953.85,21794.8,21910.75,345394395,29559.69,46027.1,46297.7,45590.2,46218.9,277735723,11616.29
15-Feb-24,21906.55,21953.85,21794.8,21910.75,345394395,29559.69,46027.1,46297.7,45590.2,46218.9,277735723,11616.29,16-Feb-24,22020.3,22068.65,21968.95,22040.7,343892935,30666.89,46454.3,46693.4,46264.4,46384.85,291383103,10101.23
16-Feb-24,22020.3,22068.65,21968.95,22040.7,343892935,30666.89,46454.3,46693.4,46264.4,46384.85,291383103,10101.23,19-Feb-24,22103.45,22186.65,22021.05,22122.25,218252325,21375.71,46554.9,46717.4,46317.7,46535.5,158391356,8048.39
19-Feb-24,22103.45,22186.65,22021.05,22122.25,218252325,21375.71,46554.9,46717.4,46317.7,46535.5,158391356,8048.39,20-Feb-24,22099.2,22215.6,22045.85,22196.95,295705319,26872.32,46444.9,47136.75,46367.8,47094.2,171886069,10520.32
20-Feb-24,22099.2,22215.6,22045.85,22196.95,295705319,26872.32,46444.9,47136.75,46367.8,47094.2,171886069,10520.32,21-Feb-24,22248.85,22249.4,21997.95,22055.05,364545679,29741.39,47363.4,47363.4,46886.95,47019.7,198947007,11151.61
21-Feb-24,22248.85,22249.4,21997.95,22055.05,364545679,29741.39,47363.4,47363.4,46886.95,47019.7,198947007,11151.61,22-Feb-24,22081.55,22252.5,21875.25,22217.45,343495136,33985.94,46934.55,47024.05,46426.85,46919.8,177182875,11307.92
22-Feb-24,22081.55,22252.5,21875.25,22217.45,343495136,33985.94,46934.55,47024.05,46426.85,46919.8,177182875,11307.92,23-Feb-24,22290,22297.5,22186.1,22212.7,225983194,24617.01,47060.7,47245.35,46723.15,46811.75,200518213,8632.88
23-Feb-24,22290,22297.5,22186.1,22212.7,225983194,24617.01,47060.7,47245.35,46723.15,46811.75,200518213,8632.88,26-Feb-24,22169.2,22202.15,22075.15,22122.05,207775504,20850.26,46615.85,46893.15,46513.55,46576.5,223684075,8008.66
26-Feb-24,22169.2,22202.15,22075.15,22122.05,207775504,20850.26,46615.85,46893.15,46513.55,46576.5,223684075,8008.66,27-Feb-24,22090.2,22218.25,22085.65,22198.35,252199186,24620.71,46480.2,46722.25,46324.9,46588.05,157256037,7924.81
27-Feb-24,22090.2,22218.25,22085.65,22198.35,252199186,24620.71,46480.2,46722.25,46324.9,46588.05,157256037,7924.81,28-Feb-24,22214.1,22229.15,21915.85,21951.15,202952371,20579.8,46640.9,46754.55,45852.55,45963.15,167271103,6980.13
28-Feb-24,22214.1,22229.15,21915.85,21951.15,202952371,20579.8,46640.9,46754.55,45852.55,45963.15,167271103,6980.13,29-Feb-24,21935.2,22060.55,21860.65,21982.8,360165824,40196.12,45881.45,46329.65,45661.75,46120.9,544734727,16455.05
29-Feb-24,21935.2,22060.55,21860.65,21982.8,360165824,40196.12,45881.45,46329.65,45661.75,46120.9,544734727,16455.05,01-Mar-24,22048.3,22353.3,22047.75,22338.75,351503075,29646.47,46218,47342.25,46218,47286.9,172519003,8587.25
01-Mar-24,22048.3,22353.3,22047.75,22338.75,351503075,29646.47,46218,47342.25,46218,47286.9,172519003,8587.25,02-Mar-24,22406.95,22419.55,22367.05,22378.4,35763814,1918.77,47377.45,47433.85,47237,47297.5,12241084,495.48
02-Mar-24,22406.95,22419.55,22367.05,22378.4,35763814,1918.77,47377.45,47433.85,47237,47297.5,12241084,495.48,04-Mar-24,22403.5,22440.9,22358.3,22405.6,298794435,23771.71,47318.5,47529.6,47191.65,47456.1,158086247,7795.84
04-Mar-24,22403.5,22440.9,22358.3,22405.6,298794435,23771.71,47318.5,47529.6,47191.65,47456.1,158086247,7795.84,05-Mar-24,22371.25,22416.9,22269.15,22356.3,296153036,29165.37,47265.7,47737.85,47196.75,47581,176908608,8513.12
05-Mar-24,22371.25,22416.9,22269.15,22356.3,296153036,29165.37,47265.7,47737.85,47196.75,47581,176908608,8513.12,06-Mar-24,22327.5,22497.2,22224.35,22474.05,312262560,31029.01,47451.65,48161.25,47442.25,47965.4,301719696,14489.87
06-Mar-24,22327.5,22497.2,22224.35,22474.05,312262560,31029.01,47451.65,48161.25,47442.25,47965.4,301719696,14489.87,07-Mar-24,22505.3,22525.65,22430,22493.55,379865142,33558.46,48035.8,48071.7,47747.2,47835.8,146312130,8873.38
