Date,Price,Open,High,Low,Vol.,Change %,IC_Date,IC_Price,IC_Open,IC_High,IC_Low,IC_Vol.,IC_Change %,Sb_Date,Sb_Price,Sb_Open,Sb_High,Sb_Low,Sb_Vol.,Sb_Change %,axi_Date,axi_Price,axi_Open,axi_High,axi_Low,axi_Vol.,axi_Change %,hdf_Date,hdf_Price,hdf_Open,hdf_High,hdf_Low,hdf_Vol.,hdf_Change %,indu_Date,indu_Price,indu_Open,indu_High,indu_Low,indu_Vol.,indu_Change %,auf_Date,auf_Price,auf_Open,auf_High,auf_Low,auf_Vol.,auf_Change %,ban_Date,ban_Price,ban_Open,ban_High,ban_Low,ban_Vol.,ban_Change %,bob_Date,bob_Price,bob_Open,bob_High,bob_Low,bob_Vol.,bob_Change %,feb_Date,feb_Price,feb_Open,feb_High,feb_Low,feb_Vol.,feb_Change %,hdf_Date,hdf_Price,hdf_Open,hdf_High,hdf_Low,hdf_Vol.,hdf_Change %,pn_Date,pn_Price,pn_Open,pn_High,pn_Low,pn_Vol.,pn_Change %,bank_Date,bank_Open,bank_High,bank_Low,bank_Close,bank_Shares Traded ,bank_Turnover (? Cr),Next_Date,Next_Price,Next_Open,Next_High,Next_Low,Next_Vol.,Next_Change %,Next_IC_Date,Next_IC_Price,Next_IC_Open,Next_IC_High,Next_IC_Low,Next_IC_Vol.,Next_IC_Change %,Next_Sb_Date,Next_Sb_Price,Next_Sb_Open,Next_Sb_High,Next_Sb_Low,Next_Sb_Vol.,Next_Sb_Change %,Next_axi_Date,Next_axi_Price,Next_axi_Open,Next_axi_High,Next_axi_Low,Next_axi_Vol.,Next_axi_Change %,Next_hdf_Date,Next_hdf_Price,Next_hdf_Open,Next_hdf_High,Next_hdf_Low,Next_hdf_Vol.,Next_hdf_Change %,Next_indu_Date,Next_indu_Price,Next_indu_Open,Next_indu_High,Next_indu_Low,Next_indu_Vol.,Next_indu_Change %,Next_auf_Date,Next_auf_Price,Next_auf_Open,Next_auf_High,Next_auf_Low,Next_auf_Vol.,Next_auf_Change %,Next_ban_Date,Next_ban_Price,Next_ban_Open,Next_ban_High,Next_ban_Low,Next_ban_Vol.,Next_ban_Change %,Next_bob_Date,Next_bob_Price,Next_bob_Open,Next_bob_High,Next_bob_Low,Next_bob_Vol.,Next_bob_Change %,Next_feb_Date,Next_feb_Price,Next_feb_Open,Next_feb_High,Next_feb_Low,Next_feb_Vol.,Next_feb_Change %,Next_hdf_Date,Next_hdf_Price,Next_hdf_Open,Next_hdf_High,Next_hdf_Low,Next_hdf_Vol.,Next_hdf_Change %,Next_pn_Date,Next_pn_Price,Next_pn_Open,Next_pn_High,Next_pn_Low,Next_pn_Vol.,Next_pn_Change %,Next_bank_Date,Next_bank_Open,Next_bank_High,Next_bank_Low,Next_bank_Close,Next_bank_Shares Traded ,Next_bank_Turnover (? Cr)
02-07-2021,"1,715.15","1,727.00","1,728.00","1,710.00",2.24M,-0.06%,02-07-2021,640.25,632.25,641.35,632.25,11.00M,1.49%,02-07-2021,424.4,420.3,425.4,419,16.42M,0.95%,02-07-2021,750.65,747.6,752.85,744,3.56M,0.56%,02-07-2021,"1,480.40","1,485.00","1,489.25","1,477.00",7.41M,-0.43%,02-07-2021,"1,009.65","1,008.00","1,014.15","1,005.15",1.50M,0.19%,02-07-2021,519.42,512,521.1,512,1.45M,1.58%,02-07-2021,321.65,326.9,327.5,320.65,4.03M,-1.43%,02-07-2021,85.2,86.1,86.45,84.75,34.23M,-0.99%,02-07-2021,85.3,86.2,86.3,84.9,10.60M,-0.81%,02-07-2021,54,54.2,54.55,53.6,21.46M,-0.37%,02-07-2021,42.1,42.55,42.7,41.9,82.31M,-0.59%,02-Jul-21,34728.1,34894.45,34632.6,34809.9,165618523,4150.49,01-07-2021,"1,716.10","1,709.90","1,725.20","1,706.15",2.99M,0.60%,01-07-2021,630.85,633.95,637.4,630.05,10.52M,-0.01%,01-07-2021,420.4,420.3,423.7,417.15,16.16M,0.29%,01-07-2021,746.45,750,754.4,744.5,5.70M,-0.25%,01-07-2021,"1,486.75","1,502.00","1,502.00","1,483.00",8.46M,-0.74%,01-07-2021,"1,007.70","1,011.00","1,016.95","1,000.00",3.07M,-0.85%,01-07-2021,511.33,521,522.45,510.02,1.80M,-1.27%,01-07-2021,326.3,332.4,332.4,325.5,2.42M,-1.20%,01-07-2021,86.05,86.35,87,85.3,31.59M,0.17%,01-07-2021,86,86.8,86.9,85.8,8.65M,-1.26%,01-07-2021,54.2,54.35,55,53.9,21.94M,0.00%,01-07-2021,42.35,42.4,42.75,42.15,79.29M,0.12%,01-Jul-21,34866,34917.65,34650.95,34684,164003666,4642.09
01-07-2021,"1,716.10","1,709.90","1,725.20","1,706.15",2.99M,0.60%,01-07-2021,630.85,633.95,637.4,630.05,10.52M,-0.01%,01-07-2021,420.4,420.3,423.7,417.15,16.16M,0.29%,01-07-2021,746.45,750,754.4,744.5,5.70M,-0.25%,01-07-2021,"1,486.75","1,502.00","1,502.00","1,483.00",8.46M,-0.74%,01-07-2021,"1,007.70","1,011.00","1,016.95","1,000.00",3.07M,-0.85%,01-07-2021,511.33,521,522.45,510.02,1.80M,-1.27%,01-07-2021,326.3,332.4,332.4,325.5,2.42M,-1.20%,01-07-2021,86.05,86.35,87,85.3,31.59M,0.17%,01-07-2021,86,86.8,86.9,85.8,8.65M,-1.26%,01-07-2021,54.2,54.35,55,53.9,21.94M,0.00%,01-07-2021,42.35,42.4,42.75,42.15,79.29M,0.12%,01-Jul-21,34866,34917.65,34650.95,34684,164003666,4642.09,30-06-2021,"1,705.85","1,705.85","1,743.50","1,698.45",8.82M,0.00%,30-06-2021,630.9,638.3,640.8,629.8,14.28M,-1.44%,30-06-2021,419.2,423,424.9,418.3,18.34M,-0.55%,30-06-2021,748.3,752.5,760.5,746.55,5.46M,-0.49%,30-06-2021,"1,497.90","1,498.00","1,509.00","1,494.10",4.84M,-0.28%,30-06-2021,"1,016.35","1,021.50","1,027.55","1,012.15",2.63M,-0.18%,30-06-2021,517.92,540.1,541.75,516,3.22M,-3.85%,30-06-2021,330.25,338.1,338.5,328.25,3.07M,-1.65%,30-06-2021,85.9,87.25,88.05,85.55,37.37M,-1.38%,30-06-2021,87.1,87,87.55,86.45,14.37M,0.69%,30-06-2021,54.2,56.25,56.25,53.45,83.66M,-2.95%,30-06-2021,42.3,43.25,43.45,42.15,88.22M,-1.63%,30-Jun-21,35001.9,35214.9,34730.45,34772.2,249544293,5922.66
30-06-2021,"1,705.85","1,705.85","1,743.50","1,698.45",8.82M,0.00%,30-06-2021,630.9,638.3,640.8,629.8,14.28M,-1.44%,30-06-2021,419.2,423,424.9,418.3,18.34M,-0.55%,30-06-2021,748.3,752.5,760.5,746.55,5.46M,-0.49%,30-06-2021,"1,497.90","1,498.00","1,509.00","1,494.10",4.84M,-0.28%,30-06-2021,"1,016.35","1,021.50","1,027.55","1,012.15",2.63M,-0.18%,30-06-2021,517.92,540.1,541.75,516,3.22M,-3.85%,30-06-2021,330.25,338.1,338.5,328.25,3.07M,-1.65%,30-06-2021,85.9,87.25,88.05,85.55,37.37M,-1.38%,30-06-2021,87.1,87,87.55,86.45,14.37M,0.69%,30-06-2021,54.2,56.25,56.25,53.45,83.66M,-2.95%,30-06-2021,42.3,43.25,43.45,42.15,88.22M,-1.63%,30-Jun-21,35001.9,35214.9,34730.45,34772.2,249544293,5922.66,29-06-2021,"1,705.85","1,737.80","1,738.00","1,702.00",10.39M,-1.57%,29-06-2021,640.1,646.3,648.75,636.45,12.23M,-1.57%,29-06-2021,421.5,427.5,428.95,420.55,22.28M,-1.23%,29-06-2021,751.95,761,763.55,750.05,7.50M,-1.37%,29-06-2021,"1,502.05","1,507.00","1,508.20","1,492.15",5.49M,-0.42%,29-06-2021,"1,018.15","1,009.00","1,022.00","1,000.00",4.54M,0.92%,29-06-2021,538.65,526.75,542.78,520,4.42M,2.56%,29-06-2021,335.8,345,349,334,6.55M,-3.14%,29-06-2021,87.1,87.95,88.9,86.4,63.68M,-0.80%,29-06-2021,86.5,87.45,87.75,86,17.10M,-0.97%,29-06-2021,55.85,57.35,57.35,55.75,34.79M,-1.93%,29-06-2021,43,43.45,43.9,42.9,137.93M,-0.81%,29-Jun-21,35320.45,35337.45,34913.7,35010.3,266274918,6869.92
29-06-2021,"1,705.85","1,737.80","1,738.00","1,702.00",10.39M,-1.57%,29-06-2021,640.1,646.3,648.75,636.45,12.23M,-1.57%,29-06-2021,421.5,427.5,428.95,420.55,22.28M,-1.23%,29-06-2021,751.95,761,763.55,750.05,7.50M,-1.37%,29-06-2021,"1,502.05","1,507.00","1,508.20","1,492.15",5.49M,-0.42%,29-06-2021,"1,018.15","1,009.00","1,022.00","1,000.00",4.54M,0.92%,29-06-2021,538.65,526.75,542.78,520,4.42M,2.56%,29-06-2021,335.8,345,349,334,6.55M,-3.14%,29-06-2021,87.1,87.95,88.9,86.4,63.68M,-0.80%,29-06-2021,86.5,87.45,87.75,86,17.10M,-0.97%,29-06-2021,55.85,57.35,57.35,55.75,34.79M,-1.93%,29-06-2021,43,43.45,43.9,42.9,137.93M,-0.81%,29-Jun-21,35320.45,35337.45,34913.7,35010.3,266274918,6869.92,28-06-2021,"1,733.05","1,735.00","1,748.00","1,722.20",3.50M,-0.11%,28-06-2021,650.3,651,653,646.15,12.09M,0.20%,28-06-2021,426.75,430.7,433.15,424.55,29.37M,-0.48%,28-06-2021,762.4,764.55,769.6,757.75,7.67M,0.14%,28-06-2021,"1,508.35","1,520.00","1,523.00","1,505.00",4.68M,-0.45%,28-06-2021,"1,008.90","1,019.00","1,021.60","1,001.00",2.82M,-0.39%,28-06-2021,525.22,520,528,514.5,1.32M,1.43%,28-06-2021,346.7,335,354.35,330,6.32M,4.11%,28-06-2021,87.8,84.25,88.4,84.2,129.80M,5.15%,28-06-2021,87.35,86.2,88.1,85.9,17.81M,1.87%,28-06-2021,56.95,58.5,58.8,56.75,62.73M,-2.23%,28-06-2021,43.35,42.95,43.7,42.6,165.60M,2.48%,28-Jun-21,35488.2,35576.95,35236.45,35359.45,320196203,5890.36
28-06-2021,"1,733.05","1,735.00","1,748.00","1,722.20",3.50M,-0.11%,28-06-2021,650.3,651,653,646.15,12.09M,0.20%,28-06-2021,426.75,430.7,433.15,424.55,29.37M,-0.48%,28-06-2021,762.4,764.55,769.6,757.75,7.67M,0.14%,28-06-2021,"1,508.35","1,520.00","1,523.00","1,505.00",4.68M,-0.45%,28-06-2021,"1,008.90","1,019.00","1,021.60","1,001.00",2.82M,-0.39%,28-06-2021,525.22,520,528,514.5,1.32M,1.43%,28-06-2021,346.7,335,354.35,330,6.32M,4.11%,28-06-2021,87.8,84.25,88.4,84.2,129.80M,5.15%,28-06-2021,87.35,86.2,88.1,85.9,17.81M,1.87%,28-06-2021,56.95,58.5,58.8,56.75,62.73M,-2.23%,28-06-2021,43.35,42.95,43.7,42.6,165.60M,2.48%,28-Jun-21,35488.2,35576.95,35236.45,35359.45,320196203,5890.36,25-06-2021,"1,735.00","1,735.00","1,754.00","1,720.90",9.58M,-0.17%,25-06-2021,649,636.1,650,636.1,14.79M,2.36%,25-06-2021,428.8,421,431,419.05,29.89M,2.78%,25-06-2021,761.35,737.55,765.95,737.55,11.17M,3.00%,25-06-2021,"1,515.10","1,511.10","1,522.00","1,507.00",5.19M,0.59%,25-06-2021,"1,012.90",997,"1,020.00",986.65,3.50M,1.22%,25-06-2021,517.8,509.77,520.15,508.1,1.45M,2.52%,25-06-2021,333,333.4,339.5,332.05,3.97M,-0.12%,25-06-2021,83.5,81.6,84,81,49.63M,3.28%,25-06-2021,85.75,85.15,86.2,84.85,14.22M,1.06%,25-06-2021,58.25,57.3,58.5,57.2,23.21M,2.37%,25-06-2021,42.3,42,42.7,41.7,111.02M,1.81%,25-Jun-21,34916.65,35491.95,34915.85,35364.65,236854047,7005.52
25-06-2021,"1,735.00","1,735.00","1,754.00","1,720.90",9.58M,-0.17%,25-06-2021,649,636.1,650,636.1,14.79M,2.36%,25-06-2021,428.8,421,431,419.05,29.89M,2.78%,25-06-2021,761.35,737.55,765.95,737.55,11.17M,3.00%,25-06-2021,"1,515.10","1,511.10","1,522.00","1,507.00",5.19M,0.59%,25-06-2021,"1,012.90",997,"1,020.00",986.65,3.50M,1.22%,25-06-2021,517.8,509.77,520.15,508.1,1.45M,2.52%,25-06-2021,333,333.4,339.5,332.05,3.97M,-0.12%,25-06-2021,83.5,81.6,84,81,49.63M,3.28%,25-06-2021,85.75,85.15,86.2,84.85,14.22M,1.06%,25-06-2021,58.25,57.3,58.5,57.2,23.21M,2.37%,25-06-2021,42.3,42,42.7,41.7,111.02M,1.81%,25-Jun-21,34916.65,35491.95,34915.85,35364.65,236854047,7005.52,24-06-2021,"1,737.90","1,735.00","1,742.90","1,727.20",3.60M,0.07%,24-06-2021,634.05,627,636.3,624.45,12.82M,1.50%,24-06-2021,417.2,420.35,422.75,416.3,19.21M,-0.39%,24-06-2021,739.15,735.9,742.95,731.1,5.31M,0.93%,24-06-2021,"1,506.25","1,490.00","1,513.45","1,488.00",7.39M,1.40%,24-06-2021,"1,000.65","1,004.00","1,008.00",996.2,2.29M,0.11%,24-06-2021,505.08,512.5,517.5,503.3,1.93M,-0.69%,24-06-2021,333.4,335.1,336.8,331.15,4.05M,0.08%,24-06-2021,80.85,82.45,82.9,80.55,28.66M,-1.76%,24-06-2021,84.85,85.25,85.4,84.05,12.29M,0.06%,24-06-2021,56.9,57.9,58.25,56.75,26.52M,-1.47%,24-06-2021,41.55,42.6,42.8,41.4,109.85M,-1.66%,24-Jun-21,34687.7,34935.3,34592.35,34827,210383466,5047.31
24-06-2021,"1,737.90","1,735.00","1,742.90","1,727.20",3.60M,0.07%,24-06-2021,634.05,627,636.3,624.45,12.82M,1.50%,24-06-2021,417.2,420.35,422.75,416.3,19.21M,-0.39%,24-06-2021,739.15,735.9,742.95,731.1,5.31M,0.93%,24-06-2021,"1,506.25","1,490.00","1,513.45","1,488.00",7.39M,1.40%,24-06-2021,"1,000.65","1,004.00","1,008.00",996.2,2.29M,0.11%,24-06-2021,505.08,512.5,517.5,503.3,1.93M,-0.69%,24-06-2021,333.4,335.1,336.8,331.15,4.05M,0.08%,24-06-2021,80.85,82.45,82.9,80.55,28.66M,-1.76%,24-06-2021,84.85,85.25,85.4,84.05,12.29M,0.06%,24-06-2021,56.9,57.9,58.25,56.75,26.52M,-1.47%,24-06-2021,41.55,42.6,42.8,41.4,109.85M,-1.66%,24-Jun-21,34687.7,34935.3,34592.35,34827,210383466,5047.31,23-06-2021,"1,736.70","1,764.00","1,764.00","1,727.25",7.60M,-1.16%,23-06-2021,624.7,633.75,635,623.45,10.95M,-0.97%,23-06-2021,418.85,421.1,424.75,415,27.56M,0.05%,23-06-2021,732.35,743.2,743.75,730.8,6.15M,-0.95%,23-06-2021,"1,485.50","1,490.00","1,497.80","1,478.60",3.92M,0.11%,23-06-2021,999.55,"1,009.00","1,017.80",996.5,3.98M,-0.05%,23-06-2021,508.58,516.58,523.58,507.25,1.22M,-1.27%,23-06-2021,333.15,342.65,344.55,331.85,5.00M,-2.63%,23-06-2021,82.3,82.55,83.65,81.25,48.37M,0.55%,23-06-2021,84.8,85.1,86.35,84.6,13.57M,0.24%,23-06-2021,57.75,58.4,58.6,57.55,23.83M,-0.60%,23-06-2021,42.25,41.5,42.95,41.3,205.77M,2.30%,23-Jun-21,34911.85,34937.65,34525.45,34574,315407199,6100.47
23-06-2021,"1,736.70","1,764.00","1,764.00","1,727.25",7.60M,-1.16%,23-06-2021,624.7,633.75,635,623.45,10.95M,-0.97%,23-06-2021,418.85,421.1,424.75,415,27.56M,0.05%,23-06-2021,732.35,743.2,743.75,730.8,6.15M,-0.95%,23-06-2021,"1,485.50","1,490.00","1,497.80","1,478.60",3.92M,0.11%,23-06-2021,999.55,"1,009.00","1,017.80",996.5,3.98M,-0.05%,23-06-2021,508.58,516.58,523.58,507.25,1.22M,-1.27%,23-06-2021,333.15,342.65,344.55,331.85,5.00M,-2.63%,23-06-2021,82.3,82.55,83.65,81.25,48.37M,0.55%,23-06-2021,84.8,85.1,86.35,84.6,13.57M,0.24%,23-06-2021,57.75,58.4,58.6,57.55,23.83M,-0.60%,23-06-2021,42.25,41.5,42.95,41.3,205.77M,2.30%,23-Jun-21,34911.85,34937.65,34525.45,34574,315407199,6100.47,22-06-2021,"1,757.10","1,780.00","1,785.00","1,754.00",1.57M,-0.84%,22-06-2021,630.85,635,644.1,629.55,15.27M,-0.06%,22-06-2021,418.65,423,425.45,417.3,28.44M,-0.26%,22-06-2021,739.35,743.2,749,737.05,6.73M,-0.03%,22-06-2021,"1,483.80","1,497.00","1,508.00","1,480.00",7.18M,-0.33%,22-06-2021,"1,000.10","1,015.90","1,021.70",996.05,4.14M,-0.74%,22-06-2021,515.13,532.55,536.67,512.5,2.40M,-2.20%,22-06-2021,342.15,343,346.65,339.6,7.56M,0.29%,22-06-2021,81.85,83.2,84.2,81.45,43.44M,-0.67%,22-06-2021,84.6,85.8,86.6,84.3,17.22M,-0.88%,22-06-2021,58.1,59.25,59.5,58,31.27M,-0.60%,22-06-2021,41.3,42.05,42.75,41.05,137.37M,-0.96%,22-Jun-21,35084.9,35281.9,34664.35,34745,264369582,5876.63
22-06-2021,"1,757.10","1,780.00","1,785.00","1,754.00",1.57M,-0.84%,22-06-2021,630.85,635,644.1,629.55,15.27M,-0.06%,22-06-2021,418.65,423,425.45,417.3,28.44M,-0.26%,22-06-2021,739.35,743.2,749,737.05,6.73M,-0.03%,22-06-2021,"1,483.80","1,497.00","1,508.00","1,480.00",7.18M,-0.33%,22-06-2021,"1,000.10","1,015.90","1,021.70",996.05,4.14M,-0.74%,22-06-2021,515.13,532.55,536.67,512.5,2.40M,-2.20%,22-06-2021,342.15,343,346.65,339.6,7.56M,0.29%,22-06-2021,81.85,83.2,84.2,81.45,43.44M,-0.67%,22-06-2021,84.6,85.8,86.6,84.3,17.22M,-0.88%,22-06-2021,58.1,59.25,59.5,58,31.27M,-0.60%,22-06-2021,41.3,42.05,42.75,41.05,137.37M,-0.96%,22-Jun-21,35084.9,35281.9,34664.35,34745,264369582,5876.63,21-06-2021,"1,772.05","1,740.00","1,777.20","1,731.30",1.28M,0.66%,21-06-2021,631.25,622.85,633.1,616.25,13.41M,0.13%,21-06-2021,419.75,406.35,421,400.5,33.13M,1.66%,21-06-2021,739.55,725,740.9,720.5,6.46M,0.44%,21-06-2021,"1,488.70","1,461.35","1,491.80","1,459.00",3.63M,0.60%,21-06-2021,"1,007.55",977,"1,010.00",968.05,3.16M,1.22%,21-06-2021,526.7,508.98,530.85,502.38,2.04M,2.51%,21-06-2021,341.15,322.05,343.2,319.9,25.77M,7.74%,21-06-2021,82.4,78.3,82.8,77.4,59.88M,2.74%,21-06-2021,85.35,82.7,85.6,81.9,14.83M,1.79%,21-06-2021,58.45,56.5,58.7,56.15,32.22M,1.48%,21-06-2021,41.7,39.5,41.9,39.2,116.45M,3.47%,21-Jun-21,34109.45,34927.65,33937.5,34871.3,260354639,5691.5
21-06-2021,"1,772.05","1,740.00","1,777.20","1,731.30",1.28M,0.66%,21-06-2021,631.25,622.85,633.1,616.25,13.41M,0.13%,21-06-2021,419.75,406.35,421,400.5,33.13M,1.66%,21-06-2021,739.55,725,740.9,720.5,6.46M,0.44%,21-06-2021,"1,488.70","1,461.35","1,491.80","1,459.00",3.63M,0.60%,21-06-2021,"1,007.55",977,"1,010.00",968.05,3.16M,1.22%,21-06-2021,526.7,508.98,530.85,502.38,2.04M,2.51%,21-06-2021,341.15,322.05,343.2,319.9,25.77M,7.74%,21-06-2021,82.4,78.3,82.8,77.4,59.88M,2.74%,21-06-2021,85.35,82.7,85.6,81.9,14.83M,1.79%,21-06-2021,58.45,56.5,58.7,56.15,32.22M,1.48%,21-06-2021,41.7,39.5,41.9,39.2,116.45M,3.47%,21-Jun-21,34109.45,34927.65,33937.5,34871.3,260354639,5691.5,18-06-2021,"1,760.45","1,774.95","1,776.65","1,733.25",2.68M,-0.32%,18-06-2021,630.4,632.6,636.6,620.7,13.82M,-0.41%,18-06-2021,412.9,423.9,423.9,402.65,45.75M,-1.75%,18-06-2021,736.3,742.15,743.2,722.25,8.14M,-0.31%,18-06-2021,"1,479.80","1,469.50","1,490.00","1,455.00",5.97M,0.93%,18-06-2021,995.4,993.9,999.8,960,4.90M,1.15%,18-06-2021,513.83,513.95,524.97,503.83,2.96M,0.13%,18-06-2021,316.65,320.2,320.5,309.5,3.61M,-0.71%,18-06-2021,80.2,82.65,82.9,77.05,67.65M,-2.08%,18-06-2021,83.85,85.75,86,81.25,20.27M,-1.76%,18-06-2021,57.6,58.15,58.45,55.1,38.37M,-0.35%,18-06-2021,40.3,41.5,41.7,38.9,117.42M,-1.95%,18-Jun-21,34735.15,34787.4,33908.95,34558,274819851,6551.86
18-06-2021,"1,760.45","1,774.95","1,776.65","1,733.25",2.68M,-0.32%,18-06-2021,630.4,632.6,636.6,620.7,13.82M,-0.41%,18-06-2021,412.9,423.9,423.9,402.65,45.75M,-1.75%,18-06-2021,736.3,742.15,743.2,722.25,8.14M,-0.31%,18-06-2021,"1,479.80","1,469.50","1,490.00","1,455.00",5.97M,0.93%,18-06-2021,995.4,993.9,999.8,960,4.90M,1.15%,18-06-2021,513.83,513.95,524.97,503.83,2.96M,0.13%,18-06-2021,316.65,320.2,320.5,309.5,3.61M,-0.71%,18-06-2021,80.2,82.65,82.9,77.05,67.65M,-2.08%,18-06-2021,83.85,85.75,86,81.25,20.27M,-1.76%,18-06-2021,57.6,58.15,58.45,55.1,38.37M,-0.35%,18-06-2021,40.3,41.5,41.7,38.9,117.42M,-1.95%,18-Jun-21,34735.15,34787.4,33908.95,34558,274819851,6551.86,17-06-2021,"1,766.05","1,747.25","1,771.80","1,736.00",2.58M,0.31%,17-06-2021,633,633.05,637.55,626.7,9.72M,-1.11%,17-06-2021,420.25,421,425.95,416.6,23.05M,-1.34%,17-06-2021,738.6,741.95,745.4,736,6.67M,-1.49%,17-06-2021,"1,466.10","1,466.00","1,478.75","1,460.00",4.64M,-1.25%,17-06-2021,984.05,"1,002.00","1,021.80",968,6.13M,-2.92%,17-06-2021,513.15,514,528.17,503.67,2.45M,-1.36%,17-06-2021,318.9,317.9,321.75,312.75,6.10M,-0.62%,17-06-2021,81.9,83.7,84.6,81.3,50.97M,-2.96%,17-06-2021,85.35,84.5,86.45,84.25,21.19M,0.47%,17-06-2021,57.8,58,59.45,57.5,31.06M,-1.28%,17-06-2021,41.1,41.1,42.1,40.85,79.18M,-1.56%,17-Jun-21,34619.8,34882.4,34458.1,34605.4,199243725,5003.67
17-06-2021,"1,766.05","1,747.25","1,771.80","1,736.00",2.58M,0.31%,17-06-2021,633,633.05,637.55,626.7,9.72M,-1.11%,17-06-2021,420.25,421,425.95,416.6,23.05M,-1.34%,17-06-2021,738.6,741.95,745.4,736,6.67M,-1.49%,17-06-2021,"1,466.10","1,466.00","1,478.75","1,460.00",4.64M,-1.25%,17-06-2021,984.05,"1,002.00","1,021.80",968,6.13M,-2.92%,17-06-2021,513.15,514,528.17,503.67,2.45M,-1.36%,17-06-2021,318.9,317.9,321.75,312.75,6.10M,-0.62%,17-06-2021,81.9,83.7,84.6,81.3,50.97M,-2.96%,17-06-2021,85.35,84.5,86.45,84.25,21.19M,0.47%,17-06-2021,57.8,58,59.45,57.5,31.06M,-1.28%,17-06-2021,41.1,41.1,42.1,40.85,79.18M,-1.56%,17-Jun-21,34619.8,34882.4,34458.1,34605.4,199243725,5003.67,16-06-2021,"1,760.60","1,770.85","1,780.95","1,753.00",2.85M,-0.58%,16-06-2021,640.1,644.9,649.2,637.6,8.60M,-0.81%,16-06-2021,425.95,428,432.75,425,19.70M,-0.83%,16-06-2021,749.8,748.8,756.85,746.25,8.61M,-0.15%,16-06-2021,"1,484.60","1,488.00","1,494.00","1,478.10",3.85M,-0.38%,16-06-2021,"1,013.70","1,030.00","1,038.70","1,010.35",3.33M,-2.01%,16-06-2021,520.25,532,532.6,518.1,985.26K,-1.96%,16-06-2021,320.9,323,325.45,319,3.12M,-0.33%,16-06-2021,84.4,85,87,84.1,54.68M,-0.82%,16-06-2021,84.95,86,86.7,84.75,13.90M,-1.22%,16-06-2021,58.55,59.6,59.9,58.3,17.32M,-1.76%,16-06-2021,41.75,42.3,42.9,41.6,70.16M,-1.53%,16-Jun-21,35196.25,35380,34916.2,35003.5,157933211,4256.7
16-06-2021,"1,760.60","1,770.85","1,780.95","1,753.00",2.85M,-0.58%,16-06-2021,640.1,644.9,649.2,637.6,8.60M,-0.81%,16-06-2021,425.95,428,432.75,425,19.70M,-0.83%,16-06-2021,749.8,748.8,756.85,746.25,8.61M,-0.15%,16-06-2021,"1,484.60","1,488.00","1,494.00","1,478.10",3.85M,-0.38%,16-06-2021,"1,013.70","1,030.00","1,038.70","1,010.35",3.33M,-2.01%,16-06-2021,520.25,532,532.6,518.1,985.26K,-1.96%,16-06-2021,320.9,323,325.45,319,3.12M,-0.33%,16-06-2021,84.4,85,87,84.1,54.68M,-0.82%,16-06-2021,84.95,86,86.7,84.75,13.90M,-1.22%,16-06-2021,58.55,59.6,59.9,58.3,17.32M,-1.76%,16-06-2021,41.75,42.3,42.9,41.6,70.16M,-1.53%,16-Jun-21,35196.25,35380,34916.2,35003.5,157933211,4256.7,15-06-2021,"1,770.90","1,775.80","1,784.15","1,766.00",1.74M,0.16%,15-06-2021,645.3,636.35,646.2,636,11.04M,1.60%,15-06-2021,429.5,429.2,432.8,428,16.41M,-0.20%,15-06-2021,750.9,736,752,732,9.69M,1.99%,15-06-2021,"1,490.25","1,486.00","1,496.00","1,474.80",3.78M,0.73%,15-06-2021,"1,034.45","1,025.00","1,050.00","1,025.00",6.03M,0.99%,15-06-2021,530.67,539.83,543.8,528.65,2.13M,-0.81%,15-06-2021,321.95,323,326.75,319.2,5.88M,1.61%,15-06-2021,85.1,84.5,86.45,84.1,41.50M,0.18%,15-06-2021,86,85.75,87.2,85.5,16.13M,0.82%,15-06-2021,59.6,59.5,60.55,59.45,16.34M,0.25%,15-06-2021,42.4,42.9,43.25,42.3,72.82M,-1.51%,15-Jun-21,35038.05,35317.4,34917.9,35247.75,170044245,4690.54
