Date,Price,Open,High,Low,Vol.,Change %,IC_Date,IC_Price,IC_Open,IC_High,IC_Low,IC_Vol.,IC_Change %,Sb_Date,Sb_Price,Sb_Open,Sb_High,Sb_Low,Sb_Vol.,Sb_Change %,axi_Date,axi_Price,axi_Open,axi_High,axi_Low,axi_Vol.,axi_Change %,hdf_Date,hdf_Price,hdf_Open,hdf_High,hdf_Low,hdf_Vol.,hdf_Change %,indu_Date,indu_Price,indu_Open,indu_High,indu_Low,indu_Vol.,indu_Change %,auf_Date,auf_Price,auf_Open,auf_High,auf_Low,auf_Vol.,auf_Change %,ban_Date,ban_Price,ban_Open,ban_High,ban_Low,ban_Vol.,ban_Change %,bob_Date,bob_Price,bob_Open,bob_High,bob_Low,bob_Vol.,bob_Change %,feb_Date,feb_Price,feb_Open,feb_High,feb_Low,feb_Vol.,feb_Change %,hdf_Date,hdf_Price,hdf_Open,hdf_High,hdf_Low,hdf_Vol.,hdf_Change %,pn_Date,pn_Price,pn_Open,pn_High,pn_Low,pn_Vol.,pn_Change %,bank_Date,bank_Open,bank_High,bank_Low,bank_Close,bank_Shares Traded ,bank_Turnover (? Cr),Next_Date,Next_Price,Next_Open,Next_High,Next_Low,Next_Vol.,Next_Change %,Next_IC_Date,Next_IC_Price,Next_IC_Open,Next_IC_High,Next_IC_Low,Next_IC_Vol.,Next_IC_Change %,Next_Sb_Date,Next_Sb_Price,Next_Sb_Open,Next_Sb_High,Next_Sb_Low,Next_Sb_Vol.,Next_Sb_Change %,Next_axi_Date,Next_axi_Price,Next_axi_Open,Next_axi_High,Next_axi_Low,Next_axi_Vol.,Next_axi_Change %,Next_hdf_Date,Next_hdf_Price,Next_hdf_Open,Next_hdf_High,Next_hdf_Low,Next_hdf_Vol.,Next_hdf_Change %,Next_indu_Date,Next_indu_Price,Next_indu_Open,Next_indu_High,Next_indu_Low,Next_indu_Vol.,Next_indu_Change %,Next_auf_Date,Next_auf_Price,Next_auf_Open,Next_auf_High,Next_auf_Low,Next_auf_Vol.,Next_auf_Change %,Next_ban_Date,Next_ban_Price,Next_ban_Open,Next_ban_High,Next_ban_Low,Next_ban_Vol.,Next_ban_Change %,Next_bob_Date,Next_bob_Price,Next_bob_Open,Next_bob_High,Next_bob_Low,Next_bob_Vol.,Next_bob_Change %,Next_feb_Date,Next_feb_Price,Next_feb_Open,Next_feb_High,Next_feb_Low,Next_feb_Vol.,Next_feb_Change %,Next_hdf_Date,Next_hdf_Price,Next_hdf_Open,Next_hdf_High,Next_hdf_Low,Next_hdf_Vol.,Next_hdf_Change %,Next_pn_Date,Next_pn_Price,Next_pn_Open,Next_pn_High,Next_pn_Low,Next_pn_Vol.,Next_pn_Change %,Next_bank_Date,Next_bank_Open,Next_bank_High,Next_bank_Low,Next_bank_Close,Next_bank_Shares Traded ,Next_bank_Turnover (? Cr)
30-08-2023,"1,774.90","1,791.00","1,792.95","1,765.00",2.60M,-0.46%,30-08-2023,958.9,970.45,975.9,955.4,13.94M,-0.91%,30-08-2023,567.4,576.7,577.7,566.1,15.28M,-1.30%,30-08-2023,983.35,983,998,980,9.02M,0.27%,30-08-2023,"1,578.70","1,603.95","1,603.95","1,573.70",14.04M,-0.73%,30-08-2023,"1,392.45","1,405.15","1,410.90","1,386.85",1.50M,-0.55%,30-08-2023,728.95,732,742.5,725.45,1.20M,-0.34%,30-08-2023,230.85,236,237.15,230.25,7.59M,-2.10%,30-08-2023,191.65,191.55,192.4,191.25,8.63M,0.26%,30-08-2023,143.4,145.45,145.8,143,8.17M,-0.73%,30-08-2023,92.25,91.25,92.45,90.8,34.41M,2.16%,30-08-2023,63.45,62.95,63.85,62.95,36.76M,0.79%,30-Aug-23,44706.55,44779.65,44149.8,44232.6,153146734,7120.71,29-08-2023,"1,783.10","1,796.95","1,797.55","1,779.00",2.71M,-0.40%,29-08-2023,967.75,973.3,977.25,965.65,13.21M,-0.29%,29-08-2023,574.85,573.65,576.3,571.85,13.14M,0.35%,29-08-2023,980.7,990.2,991,977.5,8.11M,-0.96%,29-08-2023,"1,590.30","1,589.70","1,592.65","1,581.45",17.77M,0.80%,29-08-2023,"1,400.15","1,409.45","1,413.70","1,392.45",1.83M,-0.66%,29-08-2023,731.45,738.1,740,730,453.15K,-0.99%,29-08-2023,235.8,236,236.7,234.2,4.00M,0.38%,29-08-2023,191.15,190.75,191.6,189.2,7.54M,0.53%,29-08-2023,144.45,144.8,146.45,144,17.28M,0.38%,29-08-2023,90.3,91.2,91.95,90.1,31.49M,-0.82%,29-08-2023,62.95,62.7,63.1,62.5,22.72M,0.72%,29-Aug-23,44655.75,44673,44429.8,44495.25,140261809,7348.76
29-08-2023,"1,783.10","1,796.95","1,797.55","1,779.00",2.71M,-0.40%,29-08-2023,967.75,973.3,977.25,965.65,13.21M,-0.29%,29-08-2023,574.85,573.65,576.3,571.85,13.14M,0.35%,29-08-2023,980.7,990.2,991,977.5,8.11M,-0.96%,29-08-2023,"1,590.30","1,589.70","1,592.65","1,581.45",17.77M,0.80%,29-08-2023,"1,400.15","1,409.45","1,413.70","1,392.45",1.83M,-0.66%,29-08-2023,731.45,738.1,740,730,453.15K,-0.99%,29-08-2023,235.8,236,236.7,234.2,4.00M,0.38%,29-08-2023,191.15,190.75,191.6,189.2,7.54M,0.53%,29-08-2023,144.45,144.8,146.45,144,17.28M,0.38%,29-08-2023,90.3,91.2,91.95,90.1,31.49M,-0.82%,29-08-2023,62.95,62.7,63.1,62.5,22.72M,0.72%,29-Aug-23,44655.75,44673,44429.8,44495.25,140261809,7348.76,28-08-2023,"1,790.35","1,778.85","1,796.60","1,774.65",1.98M,0.65%,28-08-2023,970.55,969.95,975,965.05,10.48M,0.02%,28-08-2023,572.85,572.8,574.8,569.2,9.71M,0.51%,28-08-2023,990.2,980.1,992.5,980.1,8.45M,0.72%,28-08-2023,"1,577.75","1,561.50","1,582.65","1,561.50",14.43M,1.04%,28-08-2023,"1,409.45","1,400.00","1,411.25","1,393.80",1.07M,0.59%,28-08-2023,738.8,738.95,743,733.95,1.12M,0.17%,28-08-2023,234.9,236.25,239.35,234.05,7.23M,-0.42%,28-08-2023,190.15,190.25,190.95,189.5,8.30M,0.21%,28-08-2023,143.9,141.45,144.5,140.5,19.05M,2.27%,28-08-2023,91.05,91.85,91.85,90.5,29.53M,-0.05%,28-08-2023,62.5,61.75,63.25,61.35,51.61M,1.63%,28-Aug-23,44253.65,44610.4,44201.45,44494.65,162966392,6459.5
28-08-2023,"1,790.35","1,778.85","1,796.60","1,774.65",1.98M,0.65%,28-08-2023,970.55,969.95,975,965.05,10.48M,0.02%,28-08-2023,572.85,572.8,574.8,569.2,9.71M,0.51%,28-08-2023,990.2,980.1,992.5,980.1,8.45M,0.72%,28-08-2023,"1,577.75","1,561.50","1,582.65","1,561.50",14.43M,1.04%,28-08-2023,"1,409.45","1,400.00","1,411.25","1,393.80",1.07M,0.59%,28-08-2023,738.8,738.95,743,733.95,1.12M,0.17%,28-08-2023,234.9,236.25,239.35,234.05,7.23M,-0.42%,28-08-2023,190.15,190.25,190.95,189.5,8.30M,0.21%,28-08-2023,143.9,141.45,144.5,140.5,19.05M,2.27%,28-08-2023,91.05,91.85,91.85,90.5,29.53M,-0.05%,28-08-2023,62.5,61.75,63.25,61.35,51.61M,1.63%,28-Aug-23,44253.65,44610.4,44201.45,44494.65,162966392,6459.5,25-08-2023,"1,778.85","1,771.20","1,789.35","1,767.00",2.04M,-0.12%,25-08-2023,970.4,962.95,972.6,960.2,10.28M,0.15%,25-08-2023,569.95,573.8,575.3,567.2,12.27M,-1.21%,25-08-2023,983.1,974,988.2,970.8,6.23M,0.18%,25-08-2023,"1,561.50","1,574.55","1,577.50","1,558.40",15.03M,-1.13%,25-08-2023,"1,401.15","1,417.95","1,421.45","1,389.05",1.86M,-1.68%,25-08-2023,737.55,743.85,752,735.25,889.00K,-1.11%,25-08-2023,235.9,234.8,238.1,233.05,5.65M,0.43%,25-08-2023,189.75,190.5,191.9,188.8,9.76M,-1.09%,25-08-2023,140.7,140,142.3,138.75,14.68M,0.00%,25-08-2023,91.1,91.3,92.1,90.2,29.67M,-0.38%,25-08-2023,61.5,62.45,62.5,61.15,44.15M,-2.15%,25-Aug-23,44276.2,44359.1,43983.75,44231.45,152511949,6418.26
25-08-2023,"1,778.85","1,771.20","1,789.35","1,767.00",2.04M,-0.12%,25-08-2023,970.4,962.95,972.6,960.2,10.28M,0.15%,25-08-2023,569.95,573.8,575.3,567.2,12.27M,-1.21%,25-08-2023,983.1,974,988.2,970.8,6.23M,0.18%,25-08-2023,"1,561.50","1,574.55","1,577.50","1,558.40",15.03M,-1.13%,25-08-2023,"1,401.15","1,417.95","1,421.45","1,389.05",1.86M,-1.68%,25-08-2023,737.55,743.85,752,735.25,889.00K,-1.11%,25-08-2023,235.9,234.8,238.1,233.05,5.65M,0.43%,25-08-2023,189.75,190.5,191.9,188.8,9.76M,-1.09%,25-08-2023,140.7,140,142.3,138.75,14.68M,0.00%,25-08-2023,91.1,91.3,92.1,90.2,29.67M,-0.38%,25-08-2023,61.5,62.45,62.5,61.15,44.15M,-2.15%,25-Aug-23,44276.2,44359.1,43983.75,44231.45,152511949,6418.26,24-08-2023,"1,780.95","1,789.00","1,799.00","1,776.25",4.12M,0.05%,24-08-2023,968.95,972.5,982.4,966.75,28.39M,0.22%,24-08-2023,576.95,578.15,582,575.55,24.13M,0.01%,24-08-2023,981.35,984.8,994.25,979.1,11.90M,0.21%,24-08-2023,"1,579.30","1,593.30","1,596.20","1,576.15",21.57M,-0.46%,24-08-2023,"1,425.15","1,408.25","1,435.00","1,402.25",3.56M,1.72%,24-08-2023,745.8,734,748.85,728.55,2.56M,1.99%,24-08-2023,234.9,238.85,240.7,234,11.13M,-0.99%,24-08-2023,191.85,194.7,194.95,190.75,15.90M,-0.78%,24-08-2023,140.7,143.3,143.8,139.4,22.63M,-0.71%,24-08-2023,91.45,93,93.55,90.95,33.85M,-0.87%,24-08-2023,62.85,63.65,64.2,62.45,40.68M,-0.79%,24-Aug-23,44704.2,44949.9,44433.75,44496.2,220421097,11640.43
24-08-2023,"1,780.95","1,789.00","1,799.00","1,776.25",4.12M,0.05%,24-08-2023,968.95,972.5,982.4,966.75,28.39M,0.22%,24-08-2023,576.95,578.15,582,575.55,24.13M,0.01%,24-08-2023,981.35,984.8,994.25,979.1,11.90M,0.21%,24-08-2023,"1,579.30","1,593.30","1,596.20","1,576.15",21.57M,-0.46%,24-08-2023,"1,425.15","1,408.25","1,435.00","1,402.25",3.56M,1.72%,24-08-2023,745.8,734,748.85,728.55,2.56M,1.99%,24-08-2023,234.9,238.85,240.7,234,11.13M,-0.99%,24-08-2023,191.85,194.7,194.95,190.75,15.90M,-0.78%,24-08-2023,140.7,143.3,143.8,139.4,22.63M,-0.71%,24-08-2023,91.45,93,93.55,90.95,33.85M,-0.87%,24-08-2023,62.85,63.65,64.2,62.45,40.68M,-0.79%,24-Aug-23,44704.2,44949.9,44433.75,44496.2,220421097,11640.43,23-08-2023,"1,780.05","1,769.80","1,781.90","1,754.00",3.34M,0.96%,23-08-2023,966.85,954,968.05,949.85,14.71M,1.56%,23-08-2023,576.9,571,577.95,566,18.58M,1.48%,23-08-2023,979.25,962,980.45,958.4,12.68M,2.32%,23-08-2023,"1,586.60","1,580.00","1,590.55","1,573.25",18.25M,0.25%,23-08-2023,"1,401.00","1,401.15","1,408.00","1,392.15",1.68M,-0.01%,23-08-2023,731.25,728.45,737.85,727,1.33M,0.38%,23-08-2023,237.25,232.5,238.45,232.25,13.95M,2.22%,23-08-2023,193.35,190.5,194.7,190.25,18.72M,1.63%,23-08-2023,141.7,136.55,142.2,135.8,31.22M,4.15%,23-08-2023,92.25,92.7,93.6,92.15,42.36M,0.33%,23-08-2023,63.35,62.5,63.7,62.4,35.56M,1.44%,23-Aug-23,44064.5,44521.65,43952.05,44479.05,212380487,9264.63
23-08-2023,"1,780.05","1,769.80","1,781.90","1,754.00",3.34M,0.96%,23-08-2023,966.85,954,968.05,949.85,14.71M,1.56%,23-08-2023,576.9,571,577.95,566,18.58M,1.48%,23-08-2023,979.25,962,980.45,958.4,12.68M,2.32%,23-08-2023,"1,586.60","1,580.00","1,590.55","1,573.25",18.25M,0.25%,23-08-2023,"1,401.00","1,401.15","1,408.00","1,392.15",1.68M,-0.01%,23-08-2023,731.25,728.45,737.85,727,1.33M,0.38%,23-08-2023,237.25,232.5,238.45,232.25,13.95M,2.22%,23-08-2023,193.35,190.5,194.7,190.25,18.72M,1.63%,23-08-2023,141.7,136.55,142.2,135.8,31.22M,4.15%,23-08-2023,92.25,92.7,93.6,92.15,42.36M,0.33%,23-08-2023,63.35,62.5,63.7,62.4,35.56M,1.44%,23-Aug-23,44064.5,44521.65,43952.05,44479.05,212380487,9264.63,22-08-2023,"1,763.10","1,769.00","1,772.00","1,758.45",3.33M,0.16%,22-08-2023,952,956.4,956.95,949.3,16.87M,-0.34%,22-08-2023,568.5,572.5,574.45,567.5,14.07M,-0.56%,22-08-2023,957.05,953.85,959.1,948.65,10.86M,0.47%,22-08-2023,"1,582.70","1,596.35","1,598.00","1,580.00",16.14M,-0.43%,22-08-2023,"1,401.15","1,403.00","1,404.60","1,394.10",1.22M,0.24%,22-08-2023,728.5,712.25,729.75,708.85,2.22M,2.77%,22-08-2023,232.1,230.55,232.7,229.9,4.05M,0.67%,22-08-2023,190.25,191.35,191.8,189.85,10.83M,-0.34%,22-08-2023,136.05,134.5,136.9,134.1,15.62M,1.34%,22-08-2023,91.95,90,92.5,89.9,49.31M,2.51%,22-08-2023,62.45,62.35,62.75,62.3,16.23M,0.16%,22-Aug-23,44125,44151.3,43938.7,43993.25,160746391,7997.31
22-08-2023,"1,763.10","1,769.00","1,772.00","1,758.45",3.33M,0.16%,22-08-2023,952,956.4,956.95,949.3,16.87M,-0.34%,22-08-2023,568.5,572.5,574.45,567.5,14.07M,-0.56%,22-08-2023,957.05,953.85,959.1,948.65,10.86M,0.47%,22-08-2023,"1,582.70","1,596.35","1,598.00","1,580.00",16.14M,-0.43%,22-08-2023,"1,401.15","1,403.00","1,404.60","1,394.10",1.22M,0.24%,22-08-2023,728.5,712.25,729.75,708.85,2.22M,2.77%,22-08-2023,232.1,230.55,232.7,229.9,4.05M,0.67%,22-08-2023,190.25,191.35,191.8,189.85,10.83M,-0.34%,22-08-2023,136.05,134.5,136.9,134.1,15.62M,1.34%,22-08-2023,91.95,90,92.5,89.9,49.31M,2.51%,22-08-2023,62.45,62.35,62.75,62.3,16.23M,0.16%,22-Aug-23,44125,44151.3,43938.7,43993.25,160746391,7997.31,21-08-2023,"1,760.35","1,751.00","1,772.60","1,748.85",3.96M,0.55%,21-08-2023,955.2,950.7,959.3,948.4,13.36M,0.48%,21-08-2023,571.7,572.95,575.55,570.75,9.38M,-0.22%,21-08-2023,952.6,944.2,954.25,943.95,6.82M,1.01%,21-08-2023,"1,589.50","1,600.50","1,600.50","1,587.00",10.92M,-0.08%,21-08-2023,"1,397.80","1,375.00","1,400.00","1,366.20",1.76M,1.90%,21-08-2023,708.85,711.1,716.7,705.35,1.70M,-0.31%,21-08-2023,230.55,229.9,231.85,227.7,5.68M,0.48%,21-08-2023,190.9,192.35,192.35,189.9,11.52M,-0.42%,21-08-2023,134.25,134.15,135,133.65,11.58M,0.07%,21-08-2023,89.7,89.4,89.95,88.75,27.09M,0.84%,21-08-2023,62.35,63,63.05,62.15,22.54M,-0.72%,21-Aug-23,43952.85,44113.8,43862,44002,126311003,6152.35
21-08-2023,"1,760.35","1,751.00","1,772.60","1,748.85",3.96M,0.55%,21-08-2023,955.2,950.7,959.3,948.4,13.36M,0.48%,21-08-2023,571.7,572.95,575.55,570.75,9.38M,-0.22%,21-08-2023,952.6,944.2,954.25,943.95,6.82M,1.01%,21-08-2023,"1,589.50","1,600.50","1,600.50","1,587.00",10.92M,-0.08%,21-08-2023,"1,397.80","1,375.00","1,400.00","1,366.20",1.76M,1.90%,21-08-2023,708.85,711.1,716.7,705.35,1.70M,-0.31%,21-08-2023,230.55,229.9,231.85,227.7,5.68M,0.48%,21-08-2023,190.9,192.35,192.35,189.9,11.52M,-0.42%,21-08-2023,134.25,134.15,135,133.65,11.58M,0.07%,21-08-2023,89.7,89.4,89.95,88.75,27.09M,0.84%,21-08-2023,62.35,63,63.05,62.15,22.54M,-0.72%,21-Aug-23,43952.85,44113.8,43862,44002,126311003,6152.35,18-08-2023,"1,750.80","1,757.10","1,768.40","1,746.50",4.11M,-0.84%,18-08-2023,950.65,947.9,955,946,13.26M,-0.11%,18-08-2023,572.95,570,575.25,567.4,18.25M,0.14%,18-08-2023,943.05,934.85,945.95,931.05,6.65M,0.69%,18-08-2023,"1,590.75","1,587.55","1,596.30","1,585.50",12.82M,-0.41%,18-08-2023,"1,371.70","1,369.00","1,377.00","1,360.85",1.72M,-0.19%,18-08-2023,711.05,703.45,719.4,701.4,2.03M,1.81%,18-08-2023,229.45,229.55,233.7,228.55,14.52M,-0.04%,18-08-2023,191.7,189.7,192.65,189,15.29M,0.95%,18-08-2023,134.15,134.5,134.9,132.95,6.45M,-0.33%,18-08-2023,88.95,88.15,89.65,88.15,20.23M,0.45%,18-08-2023,62.8,63.65,64,62.4,52.25M,-0.71%,18-Aug-23,43724.75,43957.65,43672.45,43851.05,167584420,7299.32
18-08-2023,"1,750.80","1,757.10","1,768.40","1,746.50",4.11M,-0.84%,18-08-2023,950.65,947.9,955,946,13.26M,-0.11%,18-08-2023,572.95,570,575.25,567.4,18.25M,0.14%,18-08-2023,943.05,934.85,945.95,931.05,6.65M,0.69%,18-08-2023,"1,590.75","1,587.55","1,596.30","1,585.50",12.82M,-0.41%,18-08-2023,"1,371.70","1,369.00","1,377.00","1,360.85",1.72M,-0.19%,18-08-2023,711.05,703.45,719.4,701.4,2.03M,1.81%,18-08-2023,229.45,229.55,233.7,228.55,14.52M,-0.04%,18-08-2023,191.7,189.7,192.65,189,15.29M,0.95%,18-08-2023,134.15,134.5,134.9,132.95,6.45M,-0.33%,18-08-2023,88.95,88.15,89.65,88.15,20.23M,0.45%,18-08-2023,62.8,63.65,64,62.4,52.25M,-0.71%,18-Aug-23,43724.75,43957.65,43672.45,43851.05,167584420,7299.32,17-08-2023,"1,765.70","1,782.00","1,787.40","1,763.00",5.13M,-1.15%,17-08-2023,951.65,956.95,957.8,946.45,27.08M,-0.51%,17-08-2023,572.15,565.75,573.15,564,27.91M,1.20%,17-08-2023,936.55,935.95,943,931.65,9.34M,0.38%,17-08-2023,"1,597.30","1,597.60","1,609.90","1,594.00",26.44M,-0.55%,17-08-2023,"1,374.30","1,381.15","1,391.25","1,370.00",3.33M,-0.46%,17-08-2023,698.4,702,707.4,696.6,1.81M,-0.33%,17-08-2023,229.55,224.6,231.25,223.5,8.66M,2.20%,17-08-2023,189.9,187,190.65,186,18.84M,1.69%,17-08-2023,134.6,132.6,135,132,14.59M,1.82%,17-08-2023,88.55,88.45,90,88.05,36.74M,0.23%,17-08-2023,63.25,61.55,63.9,61.55,86.49M,2.51%,17-Aug-23,43897.25,44071.85,43745.1,43891.35,266374133,12388.63
17-08-2023,"1,765.70","1,782.00","1,787.40","1,763.00",5.13M,-1.15%,17-08-2023,951.65,956.95,957.8,946.45,27.08M,-0.51%,17-08-2023,572.15,565.75,573.15,564,27.91M,1.20%,17-08-2023,936.55,935.95,943,931.65,9.34M,0.38%,17-08-2023,"1,597.30","1,597.60","1,609.90","1,594.00",26.44M,-0.55%,17-08-2023,"1,374.30","1,381.15","1,391.25","1,370.00",3.33M,-0.46%,17-08-2023,698.4,702,707.4,696.6,1.81M,-0.33%,17-08-2023,229.55,224.6,231.25,223.5,8.66M,2.20%,17-08-2023,189.9,187,190.65,186,18.84M,1.69%,17-08-2023,134.6,132.6,135,132,14.59M,1.82%,17-08-2023,88.55,88.45,90,88.05,36.74M,0.23%,17-08-2023,63.25,61.55,63.9,61.55,86.49M,2.51%,17-Aug-23,43897.25,44071.85,43745.1,43891.35,266374133,12388.63,16-08-2023,"1,786.20","1,787.00","1,789.85","1,777.50",1.88M,-0.44%,16-08-2023,956.5,954.45,959.8,946.6,17.93M,-0.32%,16-08-2023,565.35,558.8,566.4,554,15.73M,0.81%,16-08-2023,933.05,935.95,940,931.3,7.39M,-0.73%,16-08-2023,"1,606.20","1,583.10","1,609.65","1,581.30",17.07M,-0.29%,16-08-2023,"1,380.70","1,384.00","1,388.05","1,367.00",2.05M,-0.59%,16-08-2023,700.7,702,708.9,696,1.51M,-0.83%,16-08-2023,224.6,226.95,226.95,223.5,4.69M,-1.38%,16-08-2023,186.75,188,188.5,185.75,18.79M,-1.06%,16-08-2023,132.2,131.9,133.4,131.7,11.33M,-0.60%,16-08-2023,88.35,87.8,88.65,87.35,27.77M,0.23%,16-08-2023,61.7,61.9,62.3,61.55,32.86M,-1.04%,16-Aug-23,43726.25,44002.8,43600.35,43946.4,159009616,7794.15
16-08-2023,"1,786.20","1,787.00","1,789.85","1,777.50",1.88M,-0.44%,16-08-2023,956.5,954.45,959.8,946.6,17.93M,-0.32%,16-08-2023,565.35,558.8,566.4,554,15.73M,0.81%,16-08-2023,933.05,935.95,940,931.3,7.39M,-0.73%,16-08-2023,"1,606.20","1,583.10","1,609.65","1,581.30",17.07M,-0.29%,16-08-2023,"1,380.70","1,384.00","1,388.05","1,367.00",2.05M,-0.59%,16-08-2023,700.7,702,708.9,696,1.51M,-0.83%,16-08-2023,224.6,226.95,226.95,223.5,4.69M,-1.38%,16-08-2023,186.75,188,188.5,185.75,18.79M,-1.06%,16-08-2023,132.2,131.9,133.4,131.7,11.33M,-0.60%,16-08-2023,88.35,87.8,88.65,87.35,27.77M,0.23%,16-08-2023,61.7,61.9,62.3,61.55,32.86M,-1.04%,16-Aug-23,43726.25,44002.8,43600.35,43946.4,159009616,7794.15,14-08-2023,"1,794.10","1,789.00","1,802.35","1,785.00",3.30M,0.15%,14-08-2023,959.55,949,962.9,946,19.03M,0.70%,14-08-2023,560.8,572.95,573,558.6,28.08M,-2.33%,14-08-2023,939.95,935,943.3,928.9,7.17M,0.29%,14-08-2023,"1,610.90","1,611.00","1,615.00","1,600.25",15.65M,-0.49%,14-08-2023,"1,388.90","1,395.00","1,397.50","1,379.05",1.78M,-0.60%,14-08-2023,706.6,704,710.8,699.05,635.96K,0.23%,14-08-2023,227.75,226.85,228.75,221.55,5.58M,0.40%,14-08-2023,188.75,192.6,192.6,187.45,23.91M,-2.02%,14-08-2023,133,133.4,133.4,130.5,6.72M,-0.15%,14-08-2023,88.15,88.2,88.5,86.3,21.35M,0.00%,14-08-2023,62.35,62.55,62.6,60.55,39.11M,-0.32%,14-Aug-23,44066.6,44212.75,43776.9,44090.95,172325405,8565.67
14-08-2023,"1,794.10","1,789.00","1,802.35","1,785.00",3.30M,0.15%,14-08-2023,959.55,949,962.9,946,19.03M,0.70%,14-08-2023,560.8,572.95,573,558.6,28.08M,-2.33%,14-08-2023,939.95,935,943.3,928.9,7.17M,0.29%,14-08-2023,"1,610.90","1,611.00","1,615.00","1,600.25",15.65M,-0.49%,14-08-2023,"1,388.90","1,395.00","1,397.50","1,379.05",1.78M,-0.60%,14-08-2023,706.6,704,710.8,699.05,635.96K,0.23%,14-08-2023,227.75,226.85,228.75,221.55,5.58M,0.40%,14-08-2023,188.75,192.6,192.6,187.45,23.91M,-2.02%,14-08-2023,133,133.4,133.4,130.5,6.72M,-0.15%,14-08-2023,88.15,88.2,88.5,86.3,21.35M,0.00%,14-08-2023,62.35,62.55,62.6,60.55,39.11M,-0.32%,14-Aug-23,44066.6,44212.75,43776.9,44090.95,172325405,8565.67,11-08-2023,"1,791.45","1,798.00","1,800.00","1,782.00",4.27M,-0.52%,11-08-2023,952.85,963.4,963.5,950,17.16M,-1.17%,11-08-2023,574.15,575.45,579,572,18.22M,0.09%,11-08-2023,937.2,937.5,945.7,933,9.56M,-0.27%,11-08-2023,"1,618.80","1,638.40","1,638.40","1,616.20",14.11M,-1.04%,11-08-2023,"1,397.25","1,431.75","1,431.75","1,392.75",3.07M,-2.30%,11-08-2023,704.95,704.45,708.35,697.1,649.34K,0.43%,11-08-2023,226.85,228.9,229.45,225.8,5.61M,-0.85%,11-08-2023,192.65,193,194.55,191.5,16.33M,0.39%,11-08-2023,133.2,133.8,134.35,132.8,10.43M,-0.75%,11-08-2023,88.15,88.05,89,87.65,33.68M,0.69%,11-08-2023,62.55,61.35,63.25,61.15,63.80M,2.12%,11-Aug-23,44568.15,44571.25,44120.9,44199.1,196900504,8398.35
11-08-2023,"1,791.45","1,798.00","1,800.00","1,782.00",4.27M,-0.52%,11-08-2023,952.85,963.4,963.5,950,17.16M,-1.17%,11-08-2023,574.15,575.45,579,572,18.22M,0.09%,11-08-2023,937.2,937.5,945.7,933,9.56M,-0.27%,11-08-2023,"1,618.80","1,638.40","1,638.40","1,616.20",14.11M,-1.04%,11-08-2023,"1,397.25","1,431.75","1,431.75","1,392.75",3.07M,-2.30%,11-08-2023,704.95,704.45,708.35,697.1,649.34K,0.43%,11-08-2023,226.85,228.9,229.45,225.8,5.61M,-0.85%,11-08-2023,192.65,193,194.55,191.5,16.33M,0.39%,11-08-2023,133.2,133.8,134.35,132.8,10.43M,-0.75%,11-08-2023,88.15,88.05,89,87.65,33.68M,0.69%,11-08-2023,62.55,61.35,63.25,61.15,63.80M,2.12%,11-Aug-23,44568.15,44571.25,44120.9,44199.1,196900504,8398.35,10-08-2023,"1,800.85","1,825.75","1,832.40","1,796.00",5.11M,-1.67%,10-08-2023,964.1,971.55,973.65,959.45,24.86M,-0.88%,10-08-2023,573.65,573.75,577.6,570.1,27.33M,-0.02%,10-08-2023,939.75,948,951.95,937.3,13.59M,-1.08%,10-08-2023,"1,635.85","1,647.05","1,654.25","1,631.00",25.39M,-0.89%,10-08-2023,"1,430.20","1,402.45","1,434.00","1,400.10",3.73M,1.54%,10-08-2023,701.9,717.4,718.25,697.1,3.02M,-2.16%,10-08-2023,228.8,232,232.5,227.35,10.96M,-1.51%,10-08-2023,191.9,193.5,194.8,190.75,19.64M,-1.11%,10-08-2023,134.2,134.3,135.35,133.5,15.36M,-0.30%,10-08-2023,87.55,88,89,87.2,28.91M,-0.68%,10-08-2023,61.25,61.55,62.1,60.7,54.15M,-0.49%,10-Aug-23,44797.65,44980.35,44418.4,44541.8,232038617,12500.78
